iters cors rmsds mean_rmsd id status
10000 0.504761904761905 0 0.955 1ZC5 TRUE
10000 0.230769230769231 0.963 0.963 2M4W TRUE
10000 0.318681318681319 1.712 0.893 2NCI TRUE
10000 0.371428571428571 1.535 2.67466666666667 2N2O TRUE
10000 0.561904761904762 1.664 3.11366666666667 1XHP TRUE
10000 0.0666666666666667 0 3.11966666666667 2K66 TRUE
10000 0.142857142857143 0 4.837 2MEQ TRUE
10000 0.485714285714286 0.781 2.18833333333333 2N7X TRUE
10000 0.142857142857143 1.428 4.53266666666667 2M22 TRUE
10000 0.123809523809524 0 6.199 2N4L TRUE
10000 0.219047619047619 1.277 5.473 2LUB TRUE
10000 0.40952380952381 1.764 3.54866666666667 2LBJ TRUE
10000 0.238095238095238 0 2.62733333333333 2LP9 TRUE
10000 0.626373626373626 0 1.29066666666667 2Y95 TRUE
10000 0.56043956043956 0 3.25666666666667 1SCL TRUE
10000 0.276190476190476 0.877 3.77966666666667 2M24 TRUE
10000 -0.104761904761905 0 6.995 2N6S TRUE
