iters cors rmsds mean_rmsd id status
10000 0.447619047619048 1.013 0.955 1ZC5 TRUE
10000 0.41025641025641 0.482 0.481666666666667 2M4W TRUE
10000 0.296703296703297 0 2.55566666666667 2MNC TRUE
10000 0.252747252747253 0.967 4.20466666666667 2NCI TRUE
10000 0.523809523809524 0.661 3.48933333333333 2QH4 TRUE
10000 0.2 1.989 7.98266666666667 5A18 TRUE
10000 0.676190476190476 1.428 0.721333333333333 2M22 TRUE
10000 0.352380952380952 1.627 2.71333333333333 2MFD TRUE
10000 0.466666666666667 0 2.48733333333333 2N4L TRUE
10000 0.485714285714286 0 2.05966666666667 2LBJ TRUE
10000 0.638095238095238 1.415 1.29266666666667 2LBL TRUE
10000 0.371428571428571 0.62 0.567 2LP9 TRUE
10000 0.638095238095238 0 1.54933333333333 2LV0 TRUE
10000 0.371428571428571 0 1.08433333333333 2LPA TRUE
10000 0.523809523809524 1.839 1.82233333333333 2LHP TRUE
10000 0.516483516483517 0.505 0.975333333333333 2Y95 TRUE
10000 0.406593406593407 0 2.36233333333333 1SCL TRUE
10000 -0.0857142857142857 0 7.59466666666667 2N6S TRUE
