iters cors rmsds mean_rmsd id status
10000 0.580952380952381 1.013 2.209 1ZC5 TRUE
10000 0.516483516483517 2.589 4.34866666666667 2LUN TRUE
10000 0.657142857142857 0 1.55033333333333 2N6T TRUE
10000 0.485714285714286 2.836 5.98633333333333 2N6W TRUE
10000 0.582417582417582 0.967 1.719 2NCI TRUE
10000 0.40952380952381 0 3.69066666666667 2JWV TRUE
10000 0.390476190476191 0 1.554 2M12 TRUE
10000 0.490909090909091 2.566 5.13766666666667 2M8K TRUE
10000 0.0666666666666667 1.951 5.61033333333333 5A17 TRUE
10000 0.695238095238095 0 2.22266666666667 1XHP TRUE
10000 0.0666666666666667 0.679 2.902 2K66 TRUE
10000 0.384615384615385 0 2.15166666666667 2LQZ TRUE
10000 0.466666666666667 1.335 2.521 2M21 TRUE
10000 0.219047619047619 1.47 1.672 2MEQ TRUE
10000 0.326989210885231 1.447 1.20533333333333 2N7X TRUE
10000 -0.00952380952380952 0 5.305 5A18 TRUE
10000 0.504761904761905 1.428 0.721333333333333 2M22 TRUE
10000 0.676190476190476 0 2.48733333333333 2N4L TRUE
10000 0.58974358974359 1.827 1.50233333333333 5KQE TRUE
10000 0.333333333333333 0 0.957333333333333 1KKA TRUE
10000 0.638095238095238 0 1.19666666666667 2LBJ TRUE
10000 0.230769230769231 2.742 5.964 4A4T TRUE
10000 0.542857142857143 0 3.88766666666667 2FDT TRUE
10000 0.657142857142857 0 1.05533333333333 2LBL TRUE
10000 0.771428571428572 0 0.792333333333333 2LV0 TRUE
10000 0.466666666666667 0 0.475333333333333 2LPA TRUE
10000 0.6 0.93 0.923 2LHP TRUE
10000 0.67032967032967 0 0.975333333333333 2Y95 TRUE
10000 0.384615384615385 1.248 3.957 1SCL TRUE
10000 0.371428571428571 2.091 2.883 2M24 TRUE
10000 0.381818181818182 2.732 7.327 2MHI TRUE
10000 0.142857142857143 0.923 1.83333333333333 2N6S TRUE
