iters cors rmsds mean_rmsd id status
10000 0.657142857142857 0 1.55033333333333 2N6T TRUE
10000 0.582417582417582 0.967 1.719 2NCI TRUE
10000 0.40952380952381 0 3.69066666666667 2JWV TRUE
10000 0.390476190476191 0 1.554 2M12 TRUE
10000 0.695238095238095 0 2.22266666666667 1XHP TRUE
10000 0.0666666666666667 0.679 2.902 2K66 TRUE
10000 0.384615384615385 0 2.15166666666667 2LQZ TRUE
10000 -0.00952380952380952 0 5.305 5A18 TRUE
10000 0.676190476190476 0 2.48733333333333 2N4L TRUE
10000 0.333333333333333 0 0.957333333333333 1KKA TRUE
10000 0.638095238095238 0 1.19666666666667 2LBJ TRUE
10000 0.542857142857143 0 3.88766666666667 2FDT TRUE
10000 0.657142857142857 0 1.05533333333333 2LBL TRUE
10000 0.771428571428572 0 0.792333333333333 2LV0 TRUE
10000 0.466666666666667 0 0.475333333333333 2LPA TRUE
10000 0.6 0.93 0.923 2LHP TRUE
10000 0.67032967032967 0 0.975333333333333 2Y95 TRUE
10000 0.142857142857143 0.923 1.83333333333333 2N6S TRUE
