iters cors rmsds mean_rmsd id status
10000 0.504761904761905 0 0.955 1ZC5 TRUE
10000 0.333333333333333 1.444 0.963 2M4W TRUE
10000 0.219047619047619 0.647 3.53533333333333 2M5U TRUE
10000 0.340659340659341 0 5.00966666666667 2NCI TRUE
10000 0.542857142857143 1.664 3.673 1XHP TRUE
10000 0.2 2.486 4.15266666666667 2M21 TRUE
10000 0.123809523809524 0.784 5.56033333333333 2MEQ TRUE
10000 0.466666666666667 2.05 4.366 2N2P TRUE
10000 0.466666666666667 0.781 2.18833333333333 2N7X TRUE
10000 0.0857142857142857 1.989 5.34 5A18 TRUE
10000 -0.0476190476190476 1.627 2.71333333333333 2MFD TRUE
10000 0.523809523809524 2.478 1.239 2N4L TRUE
10000 0.485714285714286 1.764 2.384 2LBJ TRUE
10000 0.466666666666667 1.795 4.19633333333333 2FDT TRUE
10000 0.276190476190476 0 0.567 2LP9 TRUE
10000 0.238095238095238 0 1.236 2LPA TRUE
10000 0.626373626373626 0 0.975333333333333 2Y95 TRUE
10000 0.626373626373626 1.778 1.00866666666667 1SCL TRUE
10000 -0.123809523809524 0 7.59466666666667 2N6S TRUE
