iters cors rmsds mean_rmsd id status
10000 0.504761904761905 0 1.861 1ZC5 TRUE
10000 0.179487179487179 0.963 1.44333333333333 2M4W TRUE
10000 0.0666666666666667 0 4.97666666666667 2M5U TRUE
10000 0.276190476190476 0 2.70066666666667 2MXL TRUE
10000 0.219047619047619 0 4.04666666666667 2M12 TRUE
10000 0.123809523809524 0 3.11966666666667 2K66 TRUE
10000 0.619047619047619 0 2.15533333333333 2N4L TRUE
10000 0.447619047619048 0.645 2.96533333333333 2LBJ TRUE
10000 0.161904761904762 0.93 4.806 2LHP TRUE
10000 -0.104761904761905 0.923 3.95533333333333 2N6S TRUE
