iters cors rmsds mean_rmsd id status
10000 0.504761904761905 0 1.861 1ZC5 TRUE
10000 0.428571428571429 2.589 3.47666666666667 2LUN TRUE
10000 0.179487179487179 0.963 1.44333333333333 2M4W TRUE
10000 -0.352380952380952 3.122 9.78933333333333 2N6T FALSE
10000 0.0666666666666667 0 4.97666666666667 2M5U TRUE
10000 0.276190476190476 0 2.70066666666667 2MXL TRUE
10000 0.276190476190476 2.836 4.86166666666667 2N6W TRUE
10000 0.219047619047619 0 4.04666666666667 2M12 TRUE
10000 0.352380952380952 2.881 5.764 2N2O TRUE
10000 0.466666666666667 1.648 3.57066666666667 2QH2 TRUE
10000 0.123809523809524 0 3.11966666666667 2K66 TRUE
10000 0.523809523809524 2.486 3.13166666666667 2M21 TRUE
10000 0.287084625881607 2.05 3.137 2N2P TRUE
10000 0.523809523809524 1.956 1.523 2QH4 TRUE
10000 -0.0857142857142857 1.989 9.63933333333333 5A18 TRUE
10000 0.619047619047619 0 2.15533333333333 2N4L TRUE
10000 0.485714285714286 1.628 1.5 1KKA TRUE
10000 0.40952380952381 1.277 1.054 2LUB TRUE
10000 0.447619047619048 0.645 2.96533333333333 2LBJ TRUE
10000 0.390476190476191 1.795 2.40066666666667 2FDT TRUE
10000 0.542857142857143 1.512 2.566 2LV0 TRUE
10000 0.179487179487179 3.588 4.06766666666667 4A4U FALSE
10000 -0.219047619047619 2.661 6.05566666666667 2LDT TRUE
10000 0.161904761904762 0.93 4.806 2LHP TRUE
10000 0.406593406593407 2.421 0.975333333333333 2Y95 TRUE
10000 0.472527472527473 1.248 1.30133333333333 1SCL TRUE
10000 0.390476190476191 2.848 2.88666666666667 2M24 TRUE
10000 -0.104761904761905 0.923 3.95533333333333 2N6S TRUE
