iters cors rmsds mean_rmsd id status
10000 0.447619047619048 1.013 0.955 1ZC5 TRUE
10000 0.282051282051282 0.963 0.963 2M4W TRUE
10000 0.276190476190476 0.647 2.29066666666667 2M5U TRUE
10000 0.447619047619048 0.781 2.18833333333333 2N7X TRUE
10000 0.123809523809524 1.428 3.81866666666667 2M22 TRUE
10000 0.523809523809524 0 1.239 2N4L TRUE
10000 0.542857142857143 1.277 4.00866666666667 2LUB TRUE
10000 0.295238095238095 0 0.567 2LP9 TRUE
10000 0.0857142857142857 0 3.46333333333333 2LPA TRUE
10000 0.604395604395604 0 1.29066666666667 2Y95 TRUE
10000 -0.0285714285714286 0 3.95533333333333 2N6S TRUE
