iters cors rmsds mean_rmsd id status
10000 0.307692307692308 0.482 1.787 2M4W TRUE
10000 0.274725274725275 0 2.387 2MNC TRUE
10000 0.296703296703297 0.967 5.332 2NCI TRUE
10000 0.447619047619048 0 5.007 2N4L TRUE
10000 0.428571428571429 0 0.957333333333333 1KKA TRUE
10000 0.619047619047619 0.645 1.39133333333333 2LBJ TRUE
10000 0.428571428571429 0 4.185 2FDT TRUE
10000 0.523809523809524 0 1.29266666666667 2LBL TRUE
10000 0.142857142857143 0.62 2.19566666666667 2LP9 TRUE
10000 0.695238095238095 0 1.54933333333333 2LV0 TRUE
10000 0.40952380952381 0 0.779333333333333 2LPA TRUE
10000 0.523809523809524 0.93 4.80266666666667 2LHP TRUE
10000 0.648351648351648 0.505 0.975333333333333 2Y95 TRUE
10000 0.516483516483517 0 2.36233333333333 1SCL TRUE
10000 -0.104761904761905 0 7.59466666666667 2N6S TRUE
